Wall time,Step,Value
1634284528.8526027,43008,1.9139606952667236
1634284701.2754295,61440,1.9212461709976196
1634284797.8036063,71680,1.919858455657959
1634284919.854289,83968,1.9216375350952148
1634284958.770556,88064,1.9225513935089111
1634285158.4821799,108544,1.922954797744751
1634285767.2674177,172032,1.920865774154663
1634286083.544015,206848,1.9169807434082031
1634286775.0886672,284672,1.9195572137832642
1634286849.1279168,292864,1.9213862419128418
1634286886.4768295,296960,1.9227572679519653
1634287075.8942199,317440,1.9210269451141357
1634287427.2491472,356352,1.9196031093597412
1634287529.3912249,368640,1.9188176393508911
1634287594.373339,376832,1.9201189279556274
1634288061.3189776,432128,1.9192838668823242
1634288255.680346,452608,1.920540452003479
1634288617.9484468,489472,1.9211170673370361
1634288722.4142506,501760,1.921051263809204
1634288822.6753645,514048,1.9214576482772827
1634288911.0065544,524288,1.9227421283721924
1634289176.7498903,557056,1.9488989114761353
1634289507.2225893,598016,2.019569158554077
1634289623.8097434,612352,2.0427565574645996
1634290058.7139573,667648,2.0884623527526855
1634290205.0753212,688128,2.1077466011047363
1634290266.2609253,696320,2.122976064682007
1634290370.2914114,710656,2.151142120361328
1634291260.7219455,839680,2.593175172805786
1634292951.7748005,1054720,2.9032771587371826
1634293097.4997191,1075200,2.922877073287964
1634293479.6372375,1132544,2.9936373233795166
1634293811.47435,1187840,3.076706886291504
1634293896.6366396,1202176,3.1058716773986816
1634293908.7665105,1204224,3.103585720062256
1634293993.356534,1218560,3.1321957111358643
1634294438.5909102,1292288,3.131512403488159
1634294597.317535,1318912,3.142613172531128
1634294814.7193272,1355776,3.1827104091644287
1634294899.7940934,1370112,3.1864473819732666
1634294912.021539,1372160,3.186748743057251
1634294936.890583,1376256,3.19679594039917
1634294985.412545,1384448,3.2171144485473633
1634295265.761255,1433600,3.2326691150665283
1634295314.4661167,1441792,3.2403674125671387
1634295670.1158807,1503232,3.2122414112091064
1634295705.0985343,1509376,3.2287518978118896
1634295965.0201018,1554432,3.330714702606201
1634296023.5417652,1564672,3.3393003940582275
1634296128.3109355,1583104,3.364452362060547
1634296397.8975303,1630208,3.355985164642334
1634296468.3815176,1642496,3.31962513923645
1634296492.20993,1646592,3.3148579597473145
1634296587.2385776,1662976,3.3113553524017334
1634296859.3364072,1710080,3.3210651874542236
1634296965.0861177,1728512,3.3388726711273193
1634297152.2588398,1761280,3.4147095680236816
1634297304.1455443,1787904,3.435532331466675
1634297362.1829295,1798144,3.454111099243164
1634297478.7888849,1818624,3.4720702171325684
1634297713.3421707,1859584,3.4451165199279785
1634297736.8264692,1863680,3.4295897483825684
1634297783.5280106,1871872,3.439910411834717
1634297969.756004,1904640,3.4562017917633057
1634298063.4659288,1921024,3.458158254623413
1634298075.1466503,1923072,3.449958324432373
1634298086.8334918,1925120,3.4586312770843506
1634298110.1917765,1929216,3.4652109146118164
1634298344.328436,1970176,3.5072784423828125
1634299054.2150815,2056192,3.5311522483825684
1634299065.8044572,2058240,3.5321552753448486
1634299444.2227683,2125824,3.5320591926574707
1634299512.5282195,2138112,3.537123918533325
1634299582.2189293,2150400,3.548879623413086
1634299741.8061926,2179072,3.5778627395629883
1634299878.6977816,2203648,3.56294322013855
1634300197.937102,2260992,3.573436975479126
1634300288.911553,2277376,3.6053943634033203
1634300334.374018,2285568,3.6049373149871826
1634301099.9914696,2422784,3.592479944229126
1634301179.989965,2437120,3.5849127769470215
1634301248.4310591,2449408,3.6048972606658936
1634301500.868927,2494464,3.6082329750061035
1634301787.4108524,2545664,3.611194610595703
1634301866.8835857,2560000,3.600653648376465
1634301924.5225618,2570240,3.6095223426818848
1634302095.271664,2600960,3.623281240463257
1634302175.3275151,2615296,3.594733476638794
1634302415.0347285,2658304,3.585695743560791
1634302494.971202,2672640,3.5766139030456543
1634302882.5636852,2742272,3.6830475330352783
1634303055.0818317,2772992,3.650493621826172
1634303100.37144,2781184,3.6313819885253906
1634303214.8031526,2801664,3.6404197216033936
1634303260.5868819,2809856,3.631420135498047
1634303488.6668918,2850816,3.6001055240631104
1634303557.1044173,2863104,3.607875347137451
1634303579.7581437,2867200,3.6152517795562744
1634303761.5430837,2899968,3.680341958999634
1634303772.8617709,2902016,3.6812710762023926
1634303818.438325,2910208,3.6714365482330322
1634303829.7736473,2912256,3.66849422454834
1634304059.74244,2953216,3.6882755756378174
1634304663.8678606,3061760,3.700871467590332
1634305089.257222,3098624,3.6893889904022217
1634305190.8762379,3117056,3.6879258155822754
1634305258.5014436,3129344,3.718092918395996
1634305360.6562057,3147776,3.738443374633789
1634305507.8772879,3174400,3.804215908050537
1634305701.6666143,3209216,3.82026743888855
1634305928.6694984,3250176,3.8089420795440674
1634307134.2503064,3467264,3.770235300064087
1634307293.5863774,3495936,3.764930486679077
1634307516.7253878,3534848,3.7411346435546875
1634307710.2064984,3569664,3.7290468215942383
1634307744.4725044,3575808,3.72874116897583
1634308111.7589223,3641344,3.7384047508239746
1634308134.529047,3645440,3.749913215637207
1634308180.1827683,3653632,3.7607598304748535
1634308202.9991457,3657728,3.7615809440612793
1634308395.7280302,3692544,3.832738161087036
1634308543.369284,3719168,3.837277412414551
1634308623.024777,3733504,3.805298089981079
1634308725.3441877,3751936,3.8058552742004395
1634308771.1497679,3760128,3.805006265640259
1634308930.7194107,3788800,3.7085490226745605
1634309100.8223217,3819520,3.7507636547088623
1634309112.1949227,3821568,3.7428314685821533
1634309123.6247168,3823616,3.738969087600708
1634309134.9944496,3825664,3.7436203956604004
1634309215.2244465,3840000,3.7523677349090576
1634309943.1590538,3971072,3.797769784927368
1634310283.6710522,4032512,3.79655122756958
1634310421.3908465,4057088,3.793752670288086
1634310581.040521,4085760,3.768420696258545
1634310960.4600818,4114432,3.7801318168640137
1634310982.9210281,4118528,3.772312641143799
1634311300.9376962,4175872,3.8148739337921143
1634311402.927589,4194304,3.8358371257781982
1634311630.534116,4235264,3.8046875
1634311801.2311516,4265984,3.8163397312164307
1634311835.2218063,4272128,3.810659170150757
1634312357.7182362,4366336,3.813499689102173
1634312403.4416785,4374528,3.8254311084747314
1634312676.7575102,4423680,3.8122315406799316
1634312722.58161,4431872,3.7895305156707764
1634313062.8906233,4493312,3.7777483463287354
1634313268.1736608,4530176,3.8091464042663574
1634313313.5808563,4538368,3.8234288692474365
1634313370.453055,4548608,3.8445217609405518
1634313416.0337255,4556800,3.8477931022644043
1634313450.0903673,4562944,3.8394618034362793
1634313529.774931,4577280,3.848012685775757
1634313745.7279184,4616192,3.8387045860290527
1634313768.5203176,4620288,3.844306230545044
1634314041.4308789,4669440,3.866974115371704
1634314302.7943783,4716544,3.8504810333251953
1634314416.1759906,4737024,3.8534858226776123
1634314619.4260957,4773888,3.8775110244750977
1634314800.3703547,4806656,3.8812708854675293
1634314913.1134472,4827136,3.919961929321289
1634314924.6645792,4829184,3.9164175987243652
1634315037.403748,4849664,3.9460952281951904
1634315365.1108303,4909056,3.915705919265747
1634315478.102351,4929536,3.9157328605651855
1634315899.575529,5005312,3.854696750640869
1634316114.5231862,5044224,3.860527276992798
1634316148.3735456,5050368,3.855631113052368
1634316295.5822415,5076992,3.8472542762756348
1634316476.8447788,5109760,3.8895227909088135
1634316979.495872,5160960,3.8847784996032715
1634317024.9443831,5169152,3.8805580139160156
1634317081.5089698,5179392,3.8684301376342773
1634317319.2109575,5222400,3.8824448585510254
1634317444.1033566,5244928,3.8843610286712646
1634317636.1107085,5279744,3.931716203689575
1634317749.6876514,5300224,3.9549591541290283
1634318395.0564473,5416960,3.995504379272461
1634318406.253571,5419008,3.99971342086792
1634318529.712836,5441536,3.994650363922119
1634318586.148302,5451776,3.9973649978637695
1634318676.816508,5468160,3.9799556732177734
1634318801.9976947,5490688,3.9906318187713623
1634318835.764306,5496832,3.9870173931121826
1634318881.0470853,5505024,3.9695773124694824
1634319027.9013453,5531648,3.960984230041504
1634319436.5515063,5605376,3.958024263381958
1634319481.8743024,5613568,3.9496116638183594
1634319504.3712053,5617664,3.9610438346862793
1634319583.4637454,5632000,3.974989652633667
1634319832.3826926,5677056,3.990339756011963
1634319990.9375224,5705728,3.9888851642608643
1634320274.165574,5756928,3.9862265586853027
1634320285.5167413,5758976,3.9850757122039795
1634320296.9307747,5761024,3.984011173248291
1634320646.8140545,5824512,3.9965643882751465
1634320985.3047543,5885952,3.9521541595458984
1634321064.752809,5900288,3.9572713375091553
1634321189.2052362,5922816,3.943176746368408
1634321517.1256876,5982208,3.933971881866455
1634321641.3337262,6004736,3.9583451747894287
1634321697.7366343,6014976,3.987508535385132
1634321799.1761637,6033408,3.9923593997955322
1634322151.6915653,6096896,3.9404919147491455
1634322174.3838823,6100992,3.944214344024658
1634322242.7498355,6113280,3.9326698780059814
1634322276.7707462,6119424,3.9329490661621094
1634322378.7554924,6137856,3.946317195892334
1634322681.3951817,6152192,3.9544174671173096
1634323102.2568069,6227968,3.988661527633667
1634323158.9688897,6238208,3.98191237449646
1634323295.038531,6262784,3.998368978500366
1634323363.3255951,6275072,3.9983155727386475
1634323397.215525,6281216,4.00238561630249
1634323555.0129638,6309888,4.007466793060303
1634323566.3028224,6311936,4.01306676864624
1634323656.626052,6328320,4.001735687255859
1634323792.520644,6352896,3.973832130432129
1634323939.3283381,6379520,3.9675912857055664
1634324018.7028723,6393856,3.9665942192077637
1634324279.4234476,6440960,3.9695560932159424
1634324392.657717,6461440,3.9633712768554688
1634324403.997776,6463488,3.9595396518707275
1634324766.313462,6529024,3.9915518760681152
1634324992.6463263,6569984,3.996011734008789
1634325037.934696,6578176,3.9954652786254883
1634325184.9503925,6604800,3.9888463020324707
1634325401.955786,6643712,4.036208629608154
1634325513.04444,6664192,4.113346576690674
1634325712.8488984,6701056,4.344944953918457
1634325823.0571778,6721536,4.582035541534424
1634325954.8350525,6746112,4.821288108825684
1634325987.5880725,6752256,4.840797424316406
1634326174.335436,6787072,5.299314022064209
1634326229.4106166,6797312,5.363363265991211
1634326262.1856806,6803456,5.439697742462158
1634326481.617595,6844416,5.644286155700684
1634326645.6973405,6875136,5.784110069274902
1634327095.8284287,6959104,6.267588138580322
1634327227.6702197,6983680,6.440021514892578
1634327819.1448066,7094272,6.411591529846191
1634328193.0158901,7163904,6.0784993171691895
1634328876.125295,7239680,6.177621364593506
1634329128.8962438,7286784,6.471550464630127
1634329216.0941293,7303168,6.5816450119018555
1634329282.1741455,7315456,6.634737968444824
1634329440.294244,7344128,6.7573933601379395
1634329584.612291,7370752,6.818274974822998
1634329694.161304,7391232,6.822082996368408
1634329804.1135318,7411712,6.849776268005371
1634329913.7884352,7432192,6.850335121154785
1634329924.5713964,7434240,6.843979358673096
1634329946.3578725,7438336,6.890659809112549
1634330023.3261297,7452672,6.980464935302734
1634330034.387969,7454720,6.9466233253479
1634330056.3106513,7458816,7.01709508895874
1634330330.3238957,7510016,7.054821014404297
1634330888.834608,7614464,7.169894218444824
1634330987.8581781,7632896,7.108247756958008
1634331271.4043486,7686144,7.0895185470581055
1634331436.0004852,7716864,7.03863525390625
1634331842.9257026,7792640,6.955885410308838
1634332018.3357728,7825408,7.019438743591309
1634332324.8912916,7882752,7.167230606079102
1634332346.4682338,7886848,7.200276851654053
1634332401.2101066,7897088,7.23073148727417
1634332521.7343156,7919616,7.162827491760254
1634332565.7908087,7927808,7.164459705352783
1634332784.9741967,7968768,6.893664360046387
1634332861.5739648,7983104,6.8738322257995605
1634332905.413222,7991296,6.866288661956787
1634333189.0353124,8044544,7.008532524108887
1634333331.8063948,8071168,7.2336955070495605
1634333484.6804736,8099840,7.357573986053467
1634333517.5593753,8105984,7.321201324462891
1634333801.142339,8159232,7.39674711227417
1634333822.8057616,8163328,7.431789398193359
1634334366.894542,8214528,7.176830768585205
1634334639.9244077,8265728,7.229182720184326
1634334683.2988665,8273920,7.251241683959961
1634334966.7404957,8327168,7.466579437255859
1634335328.2120435,8394752,7.514388084411621
1634335551.6661155,8433664,7.6015625
1634335803.7876956,8480768,7.652516841888428
1634335880.4714181,8495104,7.709493160247803
1634335923.9737828,8503296,7.685340404510498
1634335956.5604517,8509440,7.704611301422119
1634336356.5798256,8581120,7.840967178344727
1634336401.3838773,8589312,7.910635471343994
1634336514.5943682,8609792,8.115796089172363
1634336717.5970688,8644608,8.629029273986816
1634336996.7925067,8683520,9.513069152832031
1634337929.937345,8824832,10.143436431884766
1634337976.6050878,8830976,10.161502838134766
1634338095.3374882,8847360,9.979964256286621
1634338660.8039608,8941568,9.60938835144043
1634338730.9048839,8951808,9.63179874420166
1634338901.5943491,8980480,9.960546493530273
1634338934.9609687,8986624,9.914287567138672
1634339027.5506372,9003008,9.96756649017334
1634339064.982577,9009152,10.095633506774902
1634339715.613393,9115648,10.628228187561035
1634339795.5068045,9129984,10.61474323272705
1634340021.2826097,9166848,10.769393920898438
1634340124.498807,9185280,10.755887985229492
1634340217.3699172,9201664,10.880280494689941
1634341098.4092784,9267200,10.624651908874512
1634341259.5231707,9295872,10.807994842529297
1634341304.4098403,9304064,10.812642097473145
1634341615.5280108,9359360,11.417627334594727
1634341909.1215951,9412608,11.39521312713623
1634341955.4697585,9420800,11.353638648986816
1634342083.2620184,9443328,11.298964500427246
1634342160.237659,9455616,11.366606712341309
1634342374.073225,9494528,11.237757682800293
1634342651.9412973,9545728,11.500410079956055
1634342695.0707712,9553920,11.504719734191895
1634343197.0708385,9648128,11.556341171264648
1634343219.3092046,9652224,11.533968925476074
1634343274.6050363,9662464,11.499149322509766
1634343723.3538592,9746432,11.54003620147705
1634343801.679564,9760768,11.6250581741333
1634343943.769608,9787392,11.5643949508667
1634344075.7709723,9811968,11.749700546264648
1634344130.527237,9822208,11.798961639404297
1634345001.612239,9984000,11.498407363891602
1634345066.4798849,9996288,11.464580535888672
1634345520.231246,10082304,11.603216171264648
1634345531.63881,10084352,11.539551734924316
1634345861.8785052,10145792,11.498031616210938
1634345927.3052168,10158080,11.49010944366455
1634346122.5047965,10194944,11.514130592346191
1634346178.163923,10205184,11.502616882324219
1634347044.657397,10278912,11.397796630859375
1634347178.9861498,10303488,11.172099113464355
1634347356.5351927,10336256,10.76632308959961
1634347367.893837,10338304,10.701597213745117
1634347412.207551,10346496,10.704070091247559
1634347467.4752858,10356736,10.567298889160156
1634347797.34608,10418176,10.544140815734863
1634347820.3035116,10422272,10.552139282226562
1634347865.708358,10430464,10.563416481018066
1634348272.3658051,10504192,10.832696914672852
1634348636.8372815,10571776,10.505488395690918
1634348802.0211616,10602496,9.950499534606934
1634348989.5125465,10637312,9.862810134887695
1634349011.2786229,10641408,9.845234870910645
1634349146.5653622,10665984,9.763091087341309
1634349168.6004677,10670080,9.801116943359375
1634349179.7853503,10672128,9.827713012695312
1634349224.893013,10680320,9.919210433959961
1634349719.4197538,10768384,10.81285572052002
1634349843.3111267,10790912,10.465415954589844
1634349989.2274475,10817536,10.393150329589844
1634350164.3354192,10850304,10.437540054321289
1634350209.067034,10858496,10.434920310974121
1634350464.2116697,10903552,10.654585838317871
1634350631.7899227,10932224,10.709772109985352
1634350728.1936548,10948608,10.747185707092285
1634350750.1975513,10952704,10.729080200195312
1634350828.4818895,10967040,10.73926830291748
1634351029.7856407,11003904,10.689858436584473
1634351062.3588598,11010048,10.573675155639648
1634351172.9700427,11030528,10.610237121582031
1634351206.9533434,11036672,10.52964973449707
1634351345.476661,11061248,10.738819122314453
1634351820.984355,11149312,10.841226577758789
1634352281.239573,11233280,10.530031204223633
1634352292.4933977,11235328,10.62013053894043
1634353018.7485323,11280384,10.248549461364746
1634353063.454631,11288576,10.336967468261719
1634353141.3536537,11302912,10.63951301574707
1634353253.436591,11323392,10.802079200744629
1634353366.50241,11343872,10.748644828796387
1634353575.60601,11382784,10.821593284606934
1634354270.1213884,11511808,10.972514152526855
1634354376.2867815,11530240,11.069931983947754
1634354397.9393318,11534336,11.032400131225586
1634354619.8902087,11575296,10.330448150634766
1634354773.29996,11603968,10.168105125427246
1634354990.2551007,11642880,10.083020210266113
1634355079.6940217,11659264,10.298872947692871
1634355291.8177922,11698176,10.433780670166016
1634355412.3091662,11720704,10.671222686767578
1634355446.9590428,11726848,10.706574440002441
1634355884.3331242,11808768,11.220690727233887
