Wall time,Step,Value
1634280569.2760632,38912,1.915313720703125
1634281108.6186538,98304,1.9231898784637451
1634281390.289459,129024,1.9234107732772827
1634281857.2142653,184320,1.9181805849075317
1634282102.2976813,212992,1.9168885946273804
1634282173.603537,221184,1.9173225164413452
1634282574.2540786,264192,1.9227567911148071
1634283236.6614525,337920,1.920113444328308
1634283382.3879175,354304,1.9193819761276245
1634284434.437325,501760,2.098125457763672
1634284648.8593616,532480,2.120317220687866
1634284957.2328131,579584,2.1706228256225586
1634286262.876699,792576,2.4830963611602783
1634286463.1242118,825344,2.5259242057800293
1634286622.5597014,851968,2.55582332611084
1634286893.3277452,897024,2.6091833114624023
1634287229.8966131,954368,2.6711034774780273
1634287352.7976518,974848,2.720493793487549
1634287424.5336878,987136,2.754505157470703
1634287767.3703294,1046528,2.9697959423065186
1634288040.6429498,1093632,3.108938694000244
1634288098.735138,1103872,3.1210873126983643
1634288122.1250255,1107968,3.1380836963653564
1634288309.1268141,1140736,3.1356937885284424
1634288784.8895147,1222656,3.2251083850860596
1634289267.8804903,1306624,3.2831783294677734
1634289337.6656425,1318912,3.297772169113159
1634289349.3230865,1320960,3.299208164215088
1634289512.4709437,1349632,3.30244517326355
1634289712.155102,1384448,3.305955648422241
1634290751.6231854,1566720,3.4385430812835693
1634290882.710864,1589248,3.4403889179229736
1634291225.904557,1648640,3.3905935287475586
1634291952.6337829,1775616,3.5095527172088623
1634292186.3583908,1816576,3.530487298965454
1634293945.9817653,2080768,3.6641311645507812
1634294077.2079895,2103296,3.6604020595550537
1634294209.8224602,2125824,3.601454734802246
1634294618.489471,2195456,3.4471957683563232
1634295095.9687383,2277376,3.5660581588745117
1634295252.0117404,2306048,3.538240909576416
1634295333.5707197,2320384,3.4962093830108643
1634295569.1680305,2361344,3.515383720397949
1634295713.1510756,2385920,3.5390677452087402
1634295852.851486,2410496,3.5827460289001465
1634295945.1956484,2426880,3.6103432178497314
1634296338.4029741,2496512,3.721153974533081
1634296730.0915186,2566144,4.193953514099121
1634296753.2591488,2570240,4.227277755737305
1634296903.0032308,2596864,4.463275909423828
1634296951.074494,2605056,4.550378322601318
1634298144.2200136,2820096,5.29352331161499
1634298620.3964841,2904064,5.423141002655029
1634299070.7093308,2985984,5.7590413093566895
1634299081.6847975,2988032,5.759481430053711
1634299488.8536463,3061760,6.0132951736450195
1634299671.1451852,3094528,5.8848676681518555
1634299705.004947,3100672,5.959854602813721
1634300097.7995505,3172352,6.089278221130371
1634300130.5823576,3178496,6.121893405914307
1634300294.0264556,3207168,6.064329147338867
1634301008.5113533,3334144,5.832274913787842
1634301098.4009657,3350528,5.79796028137207
1634301492.0819712,3422208,5.748140811920166
1634301859.8663325,3487744,5.771064758300781
1634301960.1336088,3506176,5.864215850830078
1634303510.1696675,3784704,6.4016852378845215
1634303659.4619994,3811328,6.255315780639648
1634304097.1896493,3891200,6.0583577156066895
1634304209.1111877,3911680,6.201964855194092
1634304562.4033964,3975168,6.246189117431641
1634304792.283481,4016128,6.237318992614746
1634304803.0285196,4018176,6.2769341468811035
1634306355.9939616,4241408,6.758910655975342
1634306477.2426305,4259840,6.830347061157227
1634306614.0705414,4280320,7.012755393981934
1634306783.382551,4302848,7.288181304931641
1634308726.9491627,4526080,7.187303066253662
1634310224.1027632,4751360,8.499344825744629
1634310739.2315855,4833280,8.676554679870605
