Wall time,Step,Value
1634356430.7520547,38912,1.9147837162017822
1634357023.400521,98304,1.9226937294006348
1634357333.538691,129024,1.9206693172454834
1634357875.1908326,184320,1.919712781906128
1634358151.0810978,212992,1.9207843542099
1634358231.1504745,221184,1.920867919921875
1634358659.792984,264192,1.923684000968933
1634359353.289365,337920,1.92082679271698
1634359483.31495,354304,1.9231336116790771
1634360469.677112,501760,2.312220811843872
1634360669.6443694,532480,2.351897716522217
1634360969.177128,579584,2.389355182647705
1634362306.1305115,792576,2.583230972290039
1634362512.1780708,825344,2.6229443550109863
1634362676.302955,851968,2.6666290760040283
1634362952.5300546,897024,2.705651044845581
1634363305.6151783,954368,2.7763586044311523
1634363429.6442857,974848,2.7970685958862305
1634363503.7246165,987136,2.788100004196167
1634363862.661451,1046528,2.778359889984131
1634364154.0442247,1093632,2.8103387355804443
1634364219.8348613,1103872,2.801959753036499
1634364244.1722596,1107968,2.8010122776031494
1634364443.6592944,1140736,2.7872092723846436
1634364933.0750248,1222656,2.8610901832580566
1634365438.0080445,1306624,3.0032904148101807
1634365513.4442115,1318912,3.012723207473755
1634365526.651598,1320960,3.0221261978149414
1634365698.8034003,1349632,3.0070407390594482
1634365908.9962027,1384448,3.033148765563965
1634367011.424369,1566720,3.122018814086914
1634367148.741387,1589248,3.103595733642578
1634367502.7090673,1648640,3.087625503540039
1634368256.8308935,1775616,3.1437830924987793
1634368498.3537111,1816576,3.2336225509643555
1634370333.18112,2080768,3.2980921268463135
1634370465.096214,2103296,3.2605409622192383
1634370600.5402608,2125824,3.2666895389556885
1634371018.098075,2195456,3.3424150943756104
1634371507.17239,2277376,3.3407695293426514
1634371676.2143443,2306048,3.362177848815918
1634371763.0994244,2320384,3.3745548725128174
1634372005.3605125,2361344,3.4109716415405273
1634372153.0291834,2385920,3.4293017387390137
1634372298.4055383,2410496,3.4049899578094482
1634372394.68402,2426880,3.415384292602539
1634372813.0931685,2496512,3.4338788986206055
1634373227.882805,2566144,3.370044708251953
1634373250.8380938,2570240,3.37131404876709
1634373401.505791,2596864,3.390658140182495
1634373452.3428059,2605056,3.4293746948242188
1634374726.4215946,2820096,3.4859466552734375
1634375233.468013,2904064,3.450601100921631
1634375718.3716002,2985984,3.5254573822021484
1634375730.424771,2988032,3.5263049602508545
1634376171.8412812,3061760,3.567249059677124
1634376370.0267766,3094528,3.5890791416168213
1634376404.2045004,3100672,3.57759428024292
1634376811.865524,3172352,3.6283018589019775
1634376850.216529,3178496,3.6523663997650146
1634377017.4598005,3207168,3.673645257949829
1634377772.8358552,3334144,3.6108086109161377
1634377873.9575152,3350528,3.642843723297119
1634378295.4849217,3422208,3.6658711433410645
1634378684.6146595,3487744,3.645019769668579
1634378798.0359263,3506176,3.6602044105529785
1634380439.5898092,3784704,3.7742772102355957
1634380591.2343018,3811328,3.745699405670166
1634381076.2611804,3891200,3.638829469680786
1634381192.0644178,3911680,3.6751465797424316
1634381568.277177,3975168,3.6785309314727783
1634381816.8493886,4016128,3.6929352283477783
1634381829.4256225,4018176,3.6959850788116455
1634383410.1120477,4241408,3.777355909347534
1634383515.4623284,4259840,3.800276279449463
1634383639.9270313,4280320,3.826272964477539
1634383770.7853134,4302848,3.83725905418396
